Frequency_GHz,Dk,Df,sigma_Dk,sigma_Df
0.09999999999999999,12.444188013420916,0.02989106261020811,0.06222094006710458,0.00014945531305104055
0.10404524141386139,12.531682947466967,0.030836445967649364,0.06265841473733484,0.00015418222983824682
0.10825412260868696,12.347894089644363,0.03219592379501371,0.06173947044822182,0.00016097961897506855
0.11263326320866583,12.411163196082152,0.03356031256047803,0.06205581598041076,0.00016780156280239014
0.11718955061776627,12.446212334195643,0.03471186962193977,0.062231061670978215,0.00017355934810969886
0.12193015085207422,12.322156584393756,0.036459634116583844,0.06161078292196878,0.00018229817058291922
0.12686251981032595,12.485633262916815,0.03774372521877402,0.062428166314584074,0.0001887186260938701
0.13199441500036135,12.481531441510665,0.03884301690718404,0.06240765720755333,0.0001942150845359202
0.13733390773994006,12.416334792114274,0.040443403392917444,0.06208167396057137,0.0002022170169645872
0.14288939585111027,12.41789150895322,0.04190202795742129,0.0620894575447661,0.00020951013978710644
0.14866961686809574,12.374458569640773,0.04376595059739612,0.061872292848203864,0.00021882975298698058
0.15468366177947296,12.414541787547304,0.04545100556051528,0.06207270893773652,0.00022725502780257642
0.16094098932625348,12.377599815787898,0.047169348711661986,0.061887999078939486,0.00023584674355830993
0.1674514408783573,12.445185281322154,0.048978037807626655,0.06222592640661077,0.0002448901890381333
0.17422525591287621,12.379661475620683,0.0508903019690273,0.061898307378103416,0.00025445150984513653
0.18127308811846987,12.43868489880212,0.05245307562873195,0.062193424494010593,0.00026226537814365975
0.18860602215122366,12.211071353235722,0.05533340981648529,0.06105535676617861,0.00027666704908242646
0.19623559106832153,12.287871235590654,0.05664894524666513,0.06143935617795327,0.00028324472623332563
0.20417379446695294,12.344511323569144,0.05904393609096698,0.06172255661784572,0.0002952196804548349
0.2124331173569823,12.53065898055758,0.06074068684966539,0.0626532949027879,0.00030370343424832697
0.22102654979706374,12.249196660391908,0.0636294678536071,0.06124598330195954,0.0003181473392680355
0.2299676073250835,12.451761369708738,0.06558582553837058,0.06225880684854369,0.00032792912769185294
0.23927035221506385,12.333147911678463,0.0681296125190105,0.061665739558392316,0.00034064806259505244
0.24894941559395964,12.373123182300379,0.07086167849907939,0.061865615911501894,0.0003543083924953969
