Frequency_GHz,Dk,Df,sigma_Dk,sigma_Df
0.09999999999999999,34.866277947485145,0.0011119221069527461,0.1394651117899406,4.447688427810985e-06
0.10404524141386139,34.93801287720332,0.00115965268620817,0.13975205150881329,4.638610744832681e-06
0.10825412260868696,34.99826063933588,0.0012070908191578072,0.13999304255734354,4.828363276631229e-06
0.11263326320866583,34.81762715281348,0.0012578560958331324,0.13927050861125392,5.03142438333253e-06
0.11718955061776627,34.96525366428131,0.0013025505524228978,0.13986101465712525,5.210202209691592e-06
0.12193015085207422,35.014589590869505,0.001356151327230281,0.14005835836347802,5.4246053089211245e-06
0.12686251981032595,34.819026579843765,0.0014206116145111848,0.13927610631937506,5.682446458044739e-06
0.13199441500036135,35.03224674598147,0.0014784619738489322,0.14012898698392587,5.913847895395729e-06
0.13733390773994006,35.027541541599504,0.0015298254830945917,0.14011016616639801,6.119301932378368e-06
0.14288939585111027,35.1475019889641,0.0015940370508520404,0.1405900079558564,6.376148203408162e-06
0.14866961686809574,35.02314049762306,0.0016669417670678991,0.14009256199049225,6.667767068271597e-06
0.15468366177947296,34.9471505306245,0.0017223455689178869,0.139788602122498,6.889382275671549e-06
0.16094098932625348,34.96431928073263,0.0017909409847205332,0.13985727712293053,7.163763938882133e-06
0.1674514408783573,35.093405927435754,0.001875957665180859,0.14037362370974302,7.503830660723436e-06
0.17422525591287621,35.13113254896246,0.0019427098540496161,0.14052453019584987,7.770839416198465e-06
0.18127308811846987,34.995990728687275,0.0020195599996356006,0.13998396291474913,8.078239998542403e-06
0.18860602215122366,34.93510919170556,0.002092430303854372,0.13974043676682224,8.369721215417488e-06
0.19623559106832153,35.00702895164049,0.0021950242212543784,0.140028115806562,8.780096885017515e-06
0.20417379446695294,34.7640711803109,0.0022744975055008416,0.13905628472124362,9.097990022003367e-06
0.2124331173569823,34.853484252422675,0.002377930267304475,0.1394139370096907,9.511721069217901e-06
0.22102654979706374,35.066143614802414,0.002445364610330232,0.14026457445920967,9.781458441320928e-06
0.2299676073250835,35.23405524351296,0.002558359022791753,0.14093622097405187,1.0233436091167013e-05
0.23927035221506385,35.08435803656066,0.002678784483730128,0.14033743214624264,1.0715137934920513e-05
0.24894941559395964,35.13412817775882,0.0027724533313191807,0.1405365127110353,1.1089813325276722e-05
0.2590200204531324,35.2939311509119,0.002876141452961448,0.14117572460364763,1.1504565811845792e-05
