Frequency_GHz,Dk,Df,sigma_Dk,sigma_Df
0.09999999999999999,3.97122023384605,0.009750587903035922,0.011913660701538148,2.9251763709107762e-05
0.10404524141386139,3.9979972453116868,0.010130075554461852,0.011993991735935058,3.0390226663385556e-05
0.10825412260868696,3.991031923794556,0.010540053263346035,0.011973095771383668,3.1620159790038106e-05
0.11263326320866583,3.98374895576507,0.010980932545967628,0.011951246867295208,3.294279763790288e-05
0.11718955061776627,3.9677870231032126,0.011454216774137061,0.011903361069309637,3.4362650322411184e-05
0.12193015085207422,4.006005136249957,0.011809251595457808,0.01201801540874987,3.542775478637342e-05
0.12686251981032595,3.987459290365439,0.012300361945689384,0.011962377871096316,3.690108583706815e-05
0.13199441500036135,3.9994881353207328,0.012839920693641645,0.011998464405962197,3.851976208092493e-05
0.13733390773994006,4.004396481140485,0.013462992816916946,0.012013189443421453,4.0388978450750835e-05
0.14288939585111027,3.999157056208681,0.013899741913085939,0.011997471168626045,4.1699225739257814e-05
0.14866961686809574,3.992926407474692,0.014504856301879001,0.011978779222424076,4.3514568905637e-05
0.15468366177947296,4.002812656105635,0.014938389927292517,0.012008437968316904,4.481516978187755e-05
0.16094098932625348,4.0007342145502385,0.01558909620378323,0.012002202643650714,4.6767288611349685e-05
0.1674514408783573,4.001233331430819,0.016309210494043984,0.012003699994292455,4.892763148213195e-05
0.17422525591287621,3.9737854551913503,0.01694646119472697,0.01192135636557405,5.083938358418091e-05
0.18127308811846987,3.9883495208465294,0.017536767975525766,0.011965048562539589,5.26103039265773e-05
0.18860602215122366,3.9843744946068718,0.018239965386762497,0.011953123483820615,5.471989616028749e-05
0.19623559106832153,4.027039191093586,0.018964017495636965,0.012081117573280757,5.68920524869109e-05
0.20417379446695294,3.9832638696629763,0.019755782490869626,0.011949791608988928,5.926734747260887e-05
0.2124331173569823,4.005567039324404,0.02051345933156627,0.012016701117973212,6.15403779946988e-05
0.22102654979706374,3.9696272123360083,0.02129240340560421,0.011908881637008024,6.387721021681264e-05
0.2299676073250835,3.984142713330229,0.02217546995065056,0.011952428139990687,6.652640985195169e-05
0.23927035221506385,3.970893958490873,0.023193166481833154,0.01191268187547262,6.957949944549946e-05
0.24894941559395964,3.9893850539183413,0.023798601910841138,0.011968155161755024,7.139580573252342e-05
0.2590200204531324,4.0077292072862685,0.024755104351426964,0.012023187621858803,7.42653130542809e-05
0.2694980055906947,3.9742725848431313,0.02571418862436817,0.011922817754529393,7.71425658731045e-05
0.28039985052238,3.993171668778964,0.026746136264691283,0.011979515006336892,8.023840879407384e-05
0.29174270140011666,3.991699442373615,0.027736191327985615,0.011975098327120846,8.320857398395683e-05
0.3035443979790721,3.988708027353064,0.028646662078264922,0.011966124082059193,8.593998623479476e-05
0.31582350167557777,3.9768689756071485,0.02998563618264986,0.011930606926821446,8.995690854794958e-05
0.3285993247600654,3.976117783490905,0.031015637314245722,0.011928353350472714,9.304691194273715e-05
0.3418919607309284,3.9778679831664188,0.03207588972749606,0.011933603949499256,9.622766918248818e-05
0.3557223159170787,3.976871188990813,0.03333172987215513,0.011930613566972439,9.999518961646539e-05
0.3701121423589032,3.9742866454747765,0.03458608504304454,0.011922859936424328,0.00010375825512913363
0.38508407201933514,3.979574627569988,0.035850696153121385,0.011938723882709962,0.00010755208845936414
0.400661652378845,3.966515282373846,0.037274340846540514,0.011899545847121537,0.00011182302253962153
0.41686938347033536,3.972087555174307,0.03882869993433066,0.01191626266552292,0.00011648609980299198
0.433732756412186,3.966595708854136,0.04014206931968747,0.011899787126562408,0.00012042620795906242
0.4512782935000542,3.946864293612613,0.04149392795508052,0.011840592880837839,0.00012448178386524156
0.46953358992048533,3.946345098192505,0.04322306831348801,0.011839035294577513,0.00012966920494046402
0.48852735715193896,3.960771842827868,0.0444715777065148,0.011882315528483605,0.00013341473311954442
0.5082894681214917,3.95639947356966,0.046046549326254384,0.011869198420708979,0.00013813964797876316
0.5288510041882379,3.9598721503836507,0.04759067820969104,0.011879616451150952,0.00014277203462907312
0.5502443040272823,3.9167838077199475,0.04931487428991476,0.011750351423159841,0.00014794462286974429
0.5725030144912072,3.9464034907526417,0.05110691006392501,0.011839210472257923,0.00015332073019177502
0.5956621435290105,3.906351251569522,0.05248561927430098,0.011719053754708567,0.00015745685782290293
0.6197581152457403,3.929586160354595,0.05434536716950125,0.011788758481063784,0.00016303610150850373
0.6448288271894278,3.8961871135906216,0.05661124858830322,0.011688561340771864,0.00016983374576490966
0.6709137099554112,3.936129387932323,0.057861561570128624,0.011808388163796969,0.00017358468471038584
0.6980537892018013,3.9047729529114426,0.05993037188434859,0.011714318858734328,0.00017979111565304576
0.7262917501736214,3.9346541173142056,0.06169700434957637,0.011803962351942617,0.00018509101304872908
0.7556720048371032,3.9056041560618393,0.06361022041290543,0.011716812468185518,0.00019083066123871628
0.7862407617297302,3.9066839177149895,0.06546904030656063,0.011720051753144969,0.00019640712091968188
0.8180460986358805,3.89688731385982,0.0672937052364722,0.011690661941579458,0.0002018811157094166
0.8511380382023763,3.9041852743027836,0.069405291083025,0.01171255582290835,0.000208215873249075
0.8855686266128662,3.8756260255456634,0.0713475457051362,0.01162687807663699,0.00021404263711540856
0.9213920154447733,3.8551218452713942,0.0734720401333636,0.011565365535814182,0.00022041612040009077
0.9586645468375575,3.8467106977925685,0.07577917448242846,0.011540132093377705,0.00022733752344728536
0.9974448421062371,3.8415901734970053,0.07712025794477975,0.011524770520491015,0.00023136077383433925
1.0377938939395428,3.84421336634288,0.07953392601445536,0.01153264009902864,0.00023860177804336608
1.0797751623277092,3.838730194759838,0.08151209179334204,0.011516190584279513,0.0002445362753800261
1.123454674370779,3.8224853425565892,0.083117513416068,0.011467456027669767,0.000249352540248204
1.168901128124387,3.8176863035501327,0.08469828297180548,0.011453058910650397,0.00025409484891541643
1.2161860006463678,3.8237725569788954,0.08695067039290943,0.011471317670936685,0.0002608520111787283
1.2653836604140993,3.7757202297129053,0.08840194929940184,0.011327160689138716,0.00026520584789820555
1.3165714842894056,3.779121289141517,0.0906257500608244,0.01133736386742455,0.0002718772501824732
1.3698299792149702,3.786230831978409,0.09228556181494225,0.011358692495935227,0.00027685668544482673
1.4252429088336631,3.751514521108705,0.09454246889666346,0.011254543563326114,0.00028362740668999033
1.482897425229925,3.763898926958436,0.09614389791306754,0.011291696780875306,0.0002884316937392026
1.5428842060004093,3.735851618719148,0.09725059572992704,0.011207554856157445,0.0002917517871897811
1.6052975968694643,3.7222234707485615,0.09966387383819988,0.011166670412245686,0.00029899162151459963
1.6702357600737496,3.7145148522470284,0.1014510796710279,0.011143544556741086,0.0003043532390130837
1.7378008287493754,3.706270439462339,0.10212958552760004,0.011118811318387016,0.0003063887565828001
1.8080990675643716,3.688031103053052,0.10457401456937876,0.011064093309159155,0.00031372204370813623
1.881241039849127,3.6958436507587433,0.10509746951922425,0.01108753095227623,0.0003152924085576727
1.9573417814876608,3.662173137009651,0.10702242432948456,0.010986519411028952,0.00032106727298845364
2.0365209818432106,3.666145447404871,0.10856682584927901,0.010998436342214613,0.00032570047754783705
2.1189031720027085,3.651768889420457,0.10995897872825366,0.010955306668261371,0.00032987693618476095
2.204617920636185,3.6241543883205707,0.11108806132940045,0.010872463164961712,0.00033326418398820136
2.2938000377791696,3.6279376048434733,0.1127375572679338,0.01088381281453042,0.00033821267180380134
2.386589786858581,3.61907279048814,0.11367720353040853,0.010857218371464418,0.0003410316105912255
2.48313310529557,3.5924474835483777,0.1144551920298655,0.010777342450645133,0.0003433655760895965
2.583581834032289,3.5810345966310435,0.115557580407646,0.010743103789893129,0.00034667274122293797
2.688093956343563,3.5390625538452207,0.11584281856085851,0.010617187661535661,0.0003475284556825755
2.7968338463090774,3.5500432613010546,0.1169903135477762,0.010650129783903164,0.0003509709406433286
2.9099725273368637,3.54151001429721,0.11758868924293786,0.01062453004289163,0.00035276606772881357
3.027687941144683,3.5350830998415312,0.11882636745887691,0.010605249299524593,0.00035647910237663076
3.1501652276223546,3.496951969516062,0.11877113146321132,0.010490855908548185,0.00035631339438963394
3.277597016015195,3.4898132958482604,0.11954589863509185,0.01046943988754478,0.00035863769590527555
3.410183727886527,3.486052518192558,0.11950737049263037,0.010458157554577675,0.0003585221114778911
3.548133892335755,3.452285387685553,0.11943109559361323,0.010356856163056658,0.00035829328678083967
3.691664473967773,3.4520372047047085,0.12027151919143701,0.010356111614114125,0.00036081455757431104
3.8410012141295238,3.401370266953104,0.12035358252272103,0.010204110800859312,0.00036106074756816304
3.9963789859504097,3.4237691140181385,0.12005131863104447,0.010271307342054415,0.0003601539558931334
4.15804216374493,3.387098070324267,0.11911801969109077,0.0101612942109728,0.0003573540590732723
4.3262450073585565,3.373121518348222,0.11947664243091317,0.010119364555044665,0.0003584299272927395
4.5012520620613365,3.373103825614184,0.11999306802032116,0.010119311476842552,0.00035997920406096346
4.683338574618131,3.3578338882712955,0.11940903948276492,0.010073501664813887,0.00035822711844829476
4.872790926189929,3.349520796833484,0.11889728202511937,0.010048562390500454,0.0003566918460753581
5.0699070827470445,3.3110927966751564,0.11825464615595296,0.009933278390025469,0.0003547639384678589
5.274997063702619,3.312678485950556,0.11738765552378339,0.009938035457851668,0.00035216296657135013
5.488383429503487,3.3287838185990637,0.11663565859641993,0.009986351455797191,0.00034990697578925976
5.710401788945268,3.2980260031076667,0.11614085099753595,0.009894078009323,0.00034842255299260785
5.941401327009564,3.2752370682981073,0.11439304814679906,0.009825711204894321,0.00034317914444039713
6.181745354053464,3.280591448157904,0.11410327971254075,0.009841774344473711,0.00034230983913762224
6.431811877215088,3.2593882044276774,0.11269862851882352,0.009778164613283031,0.00033809588555647056
6.691994194933848,3.2576843221440166,0.11091333961085947,0.00977305296643205,0.0003327400188325784
6.962701515520512,3.2352878601441124,0.11002311735101697,0.009705863580432336,0.0003300693520530509
7.244359600749898,3.2459677762103185,0.10871501660109079,0.009737903328630955,0.0003261450498032723
7.537411435488477,3.218570182949573,0.10704506134712911,0.009655710548848718,0.0003211351840413873
7.842317924409981,3.2095031631097704,0.1053065988475067,0.009628509489329312,0.0003159197965425201
8.159558616894888,3.1784516496947934,0.10347059900889934,0.00953535494908438,0.00031041179702669797
8.489632461253814,3.1769245300036104,0.10186491316905427,0.009530773590010831,0.0003055947395071628
8.833058589461075,3.1863652088993084,0.10031788341763773,0.009559095626697925,0.00030095365025291316
9.190377133632595,3.1590236175486854,0.09835709860184912,0.009477070852646055,0.0002950712958055473
9.562150075532347,3.1671163269232268,0.09707074692234943,0.009501348980769679,0.0002912122407670483
9.948962130443359,3.1330127974028894,0.09489250427907149,0.009399038392208667,0.0002846775128372144
10.35142166679344,3.1399805837928403,0.09242882352445161,0.00941994175137852,0.0002772864705733548
10.77016166298199,3.141152605683552,0.0910338338891859,0.009423457817050656,0.0002731015016675577
11.20584070291276,3.126309608332259,0.08896615406466264,0.009378928824996776,0.0002668984621939879
11.659144011798311,3.1144928642628398,0.08685947043204797,0.009343478592788518,0.0002605784112961439
12.130784533865317,3.1193540691778967,0.08486497856337565,0.00935806220753369,0.00025459493569012696
12.621504053655528,3.1210539046418275,0.08286375617137295,0.009363161713925481,0.00024859126851411886
13.132074362686195,3.1024575728418977,0.08075432003663309,0.009307372718525693,0.00024226296010989925
13.66329847330465,3.106500649556013,0.07870345222018824,0.009319501948668039,0.0002361103566605647
14.216011881646262,3.0954146021340643,0.07657495306537453,0.009286243806402193,0.00022972485919612356
14.791083881682072,3.0756052925501396,0.07445069640171732,0.009226815877650419,0.00022335208920515199
15.389418932422853,3.0780163489782693,0.07231660240148081,0.009234049046934806,0.00021694980720444245
16.011958080429846,3.084501065516337,0.07005977801564904,0.009253503196549011,0.00021017933404694712
16.65968043986952,3.054989702588677,0.06815572984655702,0.00916496910776603,0.00020446718953967105
17.333604732440083,3.051019441594747,0.06611485084567717,0.009153058324784242,0.0001983445525370315
18.03479088959179,3.0522996461782905,0.06375532302034854,0.009156898938534871,0.00019126596906104563
18.764341719560854,3.032286784475585,0.06187694327135385,0.009096860353426755,0.00018563082981406156
19.523404641839,3.048478812511757,0.059848648185197355,0.00914543643753527,0.00017954594455559206
20.31317349180641,3.053660942200109,0.05806740139262121,0.009160982826600326,0.00017420220417786362
21.134890398366476,3.044048718305087,0.056447455483841655,0.00913214615491526,0.00016934236645152495
21.98984773753541,3.025681549525476,0.05451911966094197,0.009077044648576426,0.0001635573589828259
22.879390165059235,3.0170100461322984,0.05253851779414389,0.009051030138396894,0.00015761555338243165
23.804916731255137,3.0368809714113603,0.050896030892823296,0.009110642914234081,0.00015268809267846988
24.767883081403088,3.0388079471538045,0.04917207000761251,0.009116423841461413,0.00014751621002283752
25.769803745148774,3.0408426532793564,0.047432152705255595,0.009122527959838068,0.0001422964581157668
26.812254518518333,3.025456020701723,0.04574248534010216,0.00907636806210517,0.00013722745602030647
27.89687494229136,3.009987342324537,0.044231310500265124,0.00902996202697361,0.00013269393150079536
29.02537088063005,3.0258247341184816,0.04277247729246503,0.009077474202355445,0.00012831743187739506
30.19951720402016,3.0142182722599418,0.04119716677798054,0.009042654816779825,0.0001235915003339416
31.42116058074338,3.0048063217772976,0.03979339647472224,0.009014418965331892,0.00011938018942416673
32.6922223812715,3.029763232134136,0.03848586793281567,0.009089289696402407,0.00011545760379844701
34.014701700150354,3.0017517858158627,0.03701388986429617,0.009005255357447587,0.0001110416695928885
35.39067850012625,3.024675965288784,0.035684016463131185,0.009074027895866352,0.00010705204938939354
36.82231688345989,3.005376106374863,0.03421763211738026,0.00901612831912459,0.00010265289635214078
38.31186849557289,3.0175609267661136,0.03319015108019325,0.00905268278029834,9.957045324057975e-05
