Frequency_GHz,Dk,Df,sigma_Dk,sigma_Df
0.09999999999999999,2.4980295129450383,-0.022168205443420665,0.007494088538835114,6.650461633026199e-05
0.10404524141386139,2.511437075636614,-0.02298498887578104,0.007534311226909841,6.895496662734311e-05
0.10825412260868696,2.495557034623148,-0.023965061732586876,0.007486671103869445,7.189518519776063e-05
0.11263326320866583,2.4926735890300056,-0.025085234712583764,0.007478020767090017,7.525570413775129e-05
0.11718955061776627,2.5001224341563666,-0.025916502325392648,0.0075003673024691,7.774950697617795e-05
0.12193015085207422,2.503851765258972,-0.026964145590856543,0.007511555295776915,8.089243677256962e-05
0.12686251981032595,2.5214171945478463,-0.027974532370415556,0.007564251583643539,8.392359711124667e-05
0.13199441500036135,2.4966371130731075,-0.029242968602159136,0.007489911339219323,8.77289058064774e-05
0.13733390773994006,2.5005985700874107,-0.0302206815065904,0.007501795710262232,9.06620445197712e-05
0.14288939585111027,2.5109948495817975,-0.03143297074297892,0.007532984548745392,9.429891222893676e-05
0.14866961686809574,2.513171634152467,-0.03285888057322508,0.0075395149024574,9.857664171967524e-05
0.15468366177947296,2.502459591003629,-0.033857657777513685,0.007507378773010887,0.00010157297333254105
0.16094098932625348,2.5115436044822075,-0.035387581553946806,0.007534630813446622,0.00010616274466184041
0.1674514408783573,2.5140840238806237,-0.036796449027716706,0.0075422520716418705,0.0001103893470831501
0.17422525591287621,2.506668914013262,-0.038331275215519954,0.007520006742039786,0.00011499382564655986
0.18127308811846987,2.5062404672806267,-0.03957686974422879,0.00751872140184188,0.00011873060923268636
0.18860602215122366,2.516517624261077,-0.04108609419890032,0.00754955287278323,0.00012325828259670095
0.19623559106832153,2.508075352440573,-0.042739557688138065,0.007524226057321719,0.0001282186730644142
0.20417379446695294,2.5060922024650365,-0.04457851148311879,0.007518276607395109,0.00013373553444935636
0.2124331173569823,2.5097930362280976,-0.04623268027857553,0.007529379108684292,0.0001386980408357266
0.22102654979706374,2.514369643108866,-0.04774453057097091,0.007543108929326597,0.0001432335917129127
0.2299676073250835,2.521643420601838,-0.049632174175464706,0.007564930261805514,0.00014889652252639412
0.23927035221506385,2.520500152455225,-0.05135070981056732,0.007561500457365675,0.00015405212943170196
0.24894941559395964,2.5240207379784128,-0.05319075201285077,0.007572062213935238,0.0001595722560385523
0.2590200204531324,2.538671109355419,-0.0557907274725876,0.007616013328066257,0.00016737218241776278
0.2694980055906947,2.5389600314836924,-0.0573551132566458,0.0076168800944510775,0.0001720653397699374
0.28039985052238,2.5262966771477586,-0.0596412671462667,0.007578890031443276,0.00017892380143880008
0.29174270140011666,2.5300351299018775,-0.06178436755867198,0.007590105389705632,0.00018535310267601594
0.3035443979790721,2.5399095837345103,-0.06418881283141431,0.007619728751203531,0.00019256643849424292
0.31582350167557777,2.524906585778261,-0.06636456098570745,0.007574719757334783,0.00019909368295712232
0.3285993247600654,2.5394801291641733,-0.06894101073080768,0.00761844038749252,0.000206823032192423
0.3418919607309284,2.5533877845207327,-0.0707253116147663,0.007660163353562198,0.00021217593484429892
0.3557223159170787,2.5434794544782107,-0.07320295898067199,0.007630438363434632,0.00021960887694201593
0.3701121423589032,2.5356645059871794,-0.07557583562451954,0.007606993517961538,0.00022672750687355861
0.38508407201933514,2.5354790068031114,-0.07825175401524452,0.0076064370204093346,0.00023475526204573354
0.400661652378845,2.543586101383285,-0.08091691299890222,0.007630758304149854,0.00024275073899670665
0.41686938347033536,2.5559968650382494,-0.08324902704600556,0.007667990595114748,0.0002497470811380167
0.433732756412186,2.5540448283136494,-0.0859966931330168,0.007662134484940948,0.0002579900793990504
0.4512782935000542,2.5594761391400986,-0.08926448531603212,0.0076784284174202955,0.00026779345594809634
0.46953358992048533,2.562484202075627,-0.09190636953128138,0.00768745260622688,0.0002757191085938441
0.48852735715193896,2.569122535263504,-0.09507315094163704,0.007707367605790511,0.0002852194528249111
0.5082894681214917,2.5829417277988274,-0.09715849595730794,0.007748825183396482,0.0002914754878719238
0.5288510041882379,2.5734918114196885,-0.10054979927507676,0.007720475434259065,0.00030164939782523025
0.5502443040272823,2.5809824062300746,-0.10306420874313532,0.007742947218690224,0.00030919262622940597
0.5725030144912072,2.591638745894214,-0.10641415783580437,0.007774916237682642,0.0003192424735074131
0.5956621435290105,2.603413558977581,-0.10848235257916156,0.007810240676932743,0.0003254470577374847
0.6197581152457403,2.6148075599494986,-0.112690118021543,0.007844422679848495,0.00033807035406462895
0.6448288271894278,2.609941625777579,-0.11494845623155113,0.007829824877332737,0.00034484536869465335
0.6709137099554112,2.616093363693597,-0.11866635535328732,0.00784828009108079,0.0003559990660598619
0.6980537892018013,2.6327734911994565,-0.12103519825955064,0.00789832047359837,0.0003631055947786519
0.7262917501736214,2.6409248167484587,-0.12412426261888099,0.007922774450245376,0.000372372787856643
0.7556720048371032,2.6459406401424506,-0.12692779588103018,0.007937821920427352,0.0003807833876430905
0.7862407617297302,2.6593315847856065,-0.1294507723094939,0.00797799475435682,0.0003883523169284817
0.8180460986358805,2.6714109255147958,-0.13207479643516642,0.008014232776544387,0.0003962243893054992
0.8511380382023763,2.6748466576200833,-0.13448526151775883,0.00802453997286025,0.0004034557845532765
0.8855686266128662,2.6822590400975477,-0.13769637592623526,0.008046777120292644,0.00041308912777870575
0.9213920154447733,2.6911982840792805,-0.13935515635459111,0.008073594852237841,0.00041806546906377335
0.9586645468375575,2.7089161011423,-0.14194126190970344,0.008126748303426901,0.0004258237857291103
0.9974448421062371,2.7138938073229104,-0.1449441874202432,0.00814168142196873,0.0004348325622607296
1.0377938939395428,2.7358033129371826,-0.14703469197582317,0.008207409938811548,0.00044110407592746944
1.0797751623277092,2.7401958295273166,-0.14919261962138547,0.008220587488581949,0.0004475778588641564
1.123454674370779,2.7493560970352937,-0.15146809760550076,0.008248068291105881,0.00045440429281650227
1.168901128124387,2.7562922623551187,-0.15394557555179122,0.008268876787065355,0.00046183672665537365
1.2161860006463678,2.768999306255123,-0.15520760036284958,0.00830699791876537,0.00046562280108854875
1.2653836604140993,2.7901125589857347,-0.15804823003328589,0.008370337676957204,0.00047414469009985765
1.3165714842894056,2.8041721884469055,-0.15910722475679565,0.008412516565340717,0.0004773216742703869
1.3698299792149702,2.820806104921687,-0.1611113577677894,0.00846241831476506,0.0004833340733033681
1.4252429088336631,2.8293464438334492,-0.16309387562339828,0.008488039331500347,0.0004892816268701948
1.482897425229925,2.8512482859531385,-0.16385315108583848,0.008553744857859416,0.0004915594532575154
1.5428842060004093,2.8481857779715787,-0.16581851091233982,0.008544557333914736,0.0004974555327370194
1.6052975968694643,2.8753767332239035,-0.1668240723246576,0.00862613019967171,0.0005004722169739727
1.6702357600737496,2.90205498506589,-0.16750318799084282,0.00870616495519767,0.0005025095639725285
1.7378008287493754,2.915565470866919,-0.16913762391777798,0.008746696412600757,0.0005074128717533339
1.8080990675643716,2.9359912496725333,-0.1701883852169747,0.0088079737490176,0.0005105651556509242
1.881241039849127,2.9487820906294044,-0.1709346805485615,0.008846346271888213,0.0005128040416456845
1.9573417814876608,2.958634555669797,-0.1725173476411951,0.00887590366700939,0.0005175520429235854
2.0365209818432106,2.965849989308378,-0.17273535766054485,0.008897549967925134,0.0005182060729816345
2.1189031720027085,2.986282440921819,-0.17267930176793292,0.008958847322765457,0.0005180379053037988
2.204617920636185,2.9966585072821936,-0.17252331573820695,0.00898997552184658,0.0005175699472146208
2.2938000377791696,3.025917597902219,-0.1727754405654467,0.009077752793706657,0.0005183263216963401
2.386589786858581,3.031797344964163,-0.173324701173844,0.009095392034892489,0.0005199741035215319
2.48313310529557,3.036196292933753,-0.17297183124169666,0.00910858887880126,0.00051891549372509
2.583581834032289,3.0702193796487385,-0.17322841674234982,0.009210658138946216,0.0005196852502270495
2.688093956343563,3.0867635496262826,-0.17337011164905014,0.009260290648878847,0.0005201103349471504
2.7968338463090774,3.0947576657141562,-0.1731392445504476,0.009284272997142469,0.0005194177336513428
2.9099725273368637,3.108775441433222,-0.1734858393128288,0.009326326324299665,0.0005204575179384864
3.027687941144683,3.137846269695443,-0.17282463240655,0.009413538809086328,0.0005184738972196499
3.1501652276223546,3.1667415088914495,-0.17228415389415322,0.009500224526674348,0.0005168524616824597
3.277597016015195,3.1424440538071097,-0.17279176247106437,0.00942733216142133,0.0005183752874131931
3.410183727886527,3.1889509626655146,-0.17215445226937703,0.009566852887996543,0.0005164633568081311
3.548133892335755,3.199557332783253,-0.17034751488069924,0.009598671998349758,0.0005110425446420977
3.691664473967773,3.217019870821648,-0.17017729689245334,0.009651059612464943,0.00051053189067736
3.8410012141295238,3.2302181183586023,-0.16893426406916043,0.009690654355075805,0.0005068027922074812
3.9963789859504097,3.245170673849278,-0.16757990669065817,0.009735512021547835,0.0005027397200719745
4.15804216374493,3.2779677402344882,-0.1677517819328771,0.009833903220703464,0.0005032553457986312
4.3262450073585565,3.289015674539335,-0.16647849885808388,0.009867047023618005,0.0004994354965742517
4.5012520620613365,3.3086493483206167,-0.16629526713830128,0.00992594804496185,0.0004988858014149039
4.683338574618131,3.3173268600204104,-0.16443047590164747,0.00995198058006123,0.0004932914277049424
4.872790926189929,3.345655040207439,-0.16353626751476524,0.010036965120622316,0.0004906088025442957
5.0699070827470445,3.335787894345121,-0.16211387165343089,0.010007363683035363,0.0004863416149602926
5.274997063702619,3.3809250090874463,-0.16058224906858817,0.010142775027262338,0.0004817467472057645
5.488383429503487,3.370521173759998,-0.1593429973930089,0.010111563521279994,0.0004780289921790266
