Frequency_GHz,Dk,Df
0.001,4.2032421721430895,0.0
0.0010072831656012934,4.204766494512132,0.0005083221174544232
0.0010146193757037648,4.231126385924171,0.0
0.0010220090166392964,4.2165705473837365,0.0
0.0010294524775534954,4.169232163602012,0.0007782060513274418
0.0010369501504261793,4.198346961246195,0.0
0.0010445024300920216,4.186401249171251,0.0
0.0010521097142613353,4.234160215581564,0.0004694579066488849
0.00105977240354103,4.20901985827617,0.0
0.0010674909014557002,4.223607927067696,0.0
0.0010752656144688783,4.266402087488009,0.0
0.0010830969520044316,4.232173567430947,0.0
0.0010909853264681362,4.17499825341559,0.0007006659916451931
0.0010989311532693849,4.195126522332232,0.0005818207883076334
0.0011069348508430685,4.209366349485729,0.0
0.0011149968406716016,4.229959622250608,0.0008979858947564045
0.0011231175473071318,4.197099339665187,0.00017219551560621646
0.0011312973983938907,4.217397745286645,0.0008450952538806783
0.001139536824690706,4.180356241277885,0.0
0.0011478362600937004,4.173060630711877,0.0
0.0011561961416591323,4.213467486517614,0.0
0.0011646169096264146,4.169899694950215,0.0014557546992549303
0.0011730990074412904,4.224161992886503,0.0
0.0011816428817791984,4.205946776876997,0.0
0.0011902489825687858,4.217441216105528,0.0
0.0011989177630156078,4.225761185659165,0.0
0.0012076496796259828,4.204825270649331,0.0015137873685975125
0.0012164451922310477,4.210094213413035,0.0
0.0012253047640109636,4.196978002424046,0.0
0.001234228861519312,4.214264376836736,0.0005164721119639682
0.001243217954707653,4.201599152119206,0.0017074249643891336
0.00125227251695029,4.171028368952608,0.0
0.0012613930250691876,4.2197873175223455,0.0
0.0012705799593590856,4.201641950544042,0.0
0.0012798338036127826,4.1973442961353,0.0
0.001289155045146628,4.189163474008435,0.0
0.0012985441748261763,4.24158491348396,0.0
0.0013080016870920304,4.209753793996095,0.00032616317582535306
0.0013175280799858928,4.232904748318382,0.001641034360288364
0.0013271238551767844,4.246068663234997,0.000529189303149012
0.0013367895179874666,4.190992810972913,0.0
0.0013465255774210425,4.193307305940941,0.0
0.0013563325461877773,4.189388285356287,0.0018778637904657738
0.001366210940732087,4.190844243040774,0.0002117696836181056
0.0013761612812597404,4.187179093269009,0.0
0.0013861840917652433,4.175514076168718,0.0
0.0013962799000594482,4.201177432212831,0.0009325338848557432
0.0014064492377973388,4.19379441514863,0.0
0.0014166926405060325,4.1959641629738345,0.0
0.0014270106476129718,4.207922555585176,0.0009344286736489331
0.001437403802474346,4.191611778380342,0.0019010568974384798
0.0014478726524036955,4.230021971355765,0.001222660693494921
0.0014584177487007386,4.215861476476,0.0004591907586157273
0.0014690396466803919,4.1977449015464074,5.495100158458988e-05
0.0014797389057020307,4.1939121966120725,0.0
0.0014905160891989383,4.215081828921737,0.0
0.0015013717647079667,4.190225354077122,0.0
0.0015123065038994408,4.220966484693181,0.0008061166952276159
0.0015233208826072537,4.160745258999532,0.0
0.001534415480859194,4.204874764483828,0.0016078910261674412
0.0015455908829074797,4.211240803304703,3.821139454412379e-05
0.0015568476772595443,4.228136115764552,0.00025707333491646405
0.0015681864567090146,4.176857457265152,0.0
0.0015796078183669354,4.205028669052483,0.0
0.0015911123636931997,4.213176968671516,0.0
0.0016027006985282427,4.206003783315714,0.0011510497674480204
0.0016143734331249327,4.201194102861689,0.0
0.0016261311821807135,4.197965763951876,0.0
0.0016379745648699626,4.240290675973696,0.0
0.0016499042048766172,4.185272177207414,0.0
0.0016619207304270074,4.229092523258677,0.0
0.00167402477432293,4.219333087155227,8.953923394382197e-05
0.0016862169739749917,4.1954281361768055,0.0003536377655204413
0.0016984979714361637,4.224331908032343,0.0009223834097907531
0.0017108684134355978,4.2274888610754005,0.0016217392005073539
0.0017233289514126714,4.177333946086388,0.0
0.0017358802415513132,4.213357845350184,0.0005893608753702079
0.001748522944814545,4.17562823000057,0.0010176029467692353
0.001761257726979294,4.174031019146981,0.0
0.001774085258671442,4.204809830340206,0.0008901038997589415
0.0017870062154011596,4.207074242073111,0.0
0.001800021277598467,4.230376384442723,0.00044925842063138304
0.001813131130649072,4.200961510143884,0.0018080576717632738
0.0018263364649304498,4.17003531820608,0.0
0.0018396379758482192,4.191411662368238,0.0008060313475220808
0.001853036363872754,4.210055686137475,0.001005371192799813
0.0018665323345760578,4.228461451996514,0.0012267959792312461
0.001880126598668944,4.186933992240519,0.00013156715193629183
0.0018938198720384466,4.222871088744971,0.0
0.0019076128757855272,4.2358273731052245,0.0008413448260373971
0.0019215063362630327,4.236286203199935,0.0018187043587386453
0.001935500985113971,4.178671888958892,2.0390137593271723e-05
0.0019495975593100227,4.1908849776312005,0.0
0.001963796801190359,4.193644619463076,3.468179804896208e-05
0.001978099458500719,4.200233491634282,0.0010857239157181313
0.0019925062844328087,4.192621989171223,0.0
0.0020070180376639507,4.189705899595211,0.0009096769333813418
0.002021635482397044,4.188395914915714,0.0
0.002036359388400793,4.209513850864765,8.31374446397775e-05
0.0020511905310502646,4.15750565530497,0.0
0.0020661296913677086,4.191433096102848,0.0005722138368721888
0.0020811776560636934,4.219728739123381,0.0
0.0020963352175785172,4.209635679371365,0.0008004569521164051
0.002111603174123965,4.165887896444717,0.00013148887104516007
0.002126982329725331,4.197905407745043,0.0008918895136934749
0.0021424734942637456,4.192959530833913,0.001316511507860934
0.0021580774835188504,4.183319471259513,0.0
0.002173795119211741,4.189332469977968,0.0
0.002189627229048248,4.2313607102113,0.0005073548181056049
0.0022055746467625073,4.209313113023566,0.0
0.002221638212160893,4.21702879042535,0.0
0.002237818771166223,4.214239124887148,0.0
0.002254117175862314,4.170202595477998,0.0
0.002270534284538839,4.242511081827276,0.0
0.0022870709617365498,4.234966639935559,0.0
0.0023037280782927864,4.200110636368514,0.0
0.0023205065113873474,4.231889386699977,0.0
0.002337407144588661,4.1943926832026746,0.0
0.002354430867900347,4.193511648723761,0.0
0.002371578577808062,4.199442524645787,0.0008672611144986347
0.002388851177326723,4.216183454473265,0.0002891113840020999
0.0024062495760480383,4.176928605968245,0.001812209700652073
0.0024237746901884386,4.194980703777453,0.0
0.00244142744263731,4.1732304764823756,0.0
0.0024592087630055798,4.190946715817714,0.00022468041994665202
0.0024771195876747013,4.2188793575784915,6.348233373410525e-05
0.0024951608598459438,4.1911679542867555,0.0
0.002513333529590073,4.204557939858572,0.0
0.002531638553897361,4.196082042105307,9.119396494276053e-05
0.0025500768967280144,4.202093077985811,0.001254251832627019
0.002568649529062917,4.20449926331294,0.00047351762303520845
0.002587357428954772,4.2014459296553,0.0
0.0026062015815795864,4.20730056192843,0.0001576641998040238
0.0026251829792885836,4.217569105560625,0.0005096447277240651
0.002644302621660439,4.230328378765426,0.0
0.002663561515553932,4.204557878264684,0.0008914613402169201
0.0026829606751609435,4.192219432035023,0.0007046698170702524
0.002702501122059899,4.202290322464868,0.001297098606161412
0.0027221838852695425,4.218799213966239,0.0005393418093626984
0.0027420100013031386,4.195003896275542,0.0
0.0027619805142230325,4.180051207654601,0.0
0.0027820964756956647,4.1938164049807884,0.00042158718371133614
0.0028023589450469366,4.202402956045311,0.0001289740030804051
0.0028227689893179798,4.190950326180626,0.0
0.0028433276833213783,4.222427675777679,0.0
0.00286403610969775,4.206419254558588,0.0007401073051861729
0.0028848953589727688,4.184972669613208,0.00044734832404597514
